ts,beam_id,power,wave,pulse,err,date,shift,laser_type,status
1600747388,50,54.88995,61.504925,9.800258,0,2020-09-22 04:03:08,night,CO2,OK
1600774097,59,84.89783,53.530758,0.19990064,0,2020-09-22 11:28:17,morning,Excimer,OK
1600777628,67,59.76237,3.3659427,3.509039,0,2020-09-22 12:27:08,morning,Fiber,OK
1600785534,39,57.16559,43.424366,9.159858,0,2020-09-22 14:38:54,day,Excimer,OK
1600786524,85,9.42852,27.263702,10.815482,0,2020-09-22 14:55:24,day,CO2,WARNING
1600786733,18,6.641887,83.96552,2.2693303,0,2020-09-22 14:58:53,day,Diode,WARNING
1600795074,90,81.000496,23.651375,8.581462,0,2020-09-22 17:17:54,day,CO2,OK
1600811753,53,65.08635,12.533919,1.1824139,0,2020-09-22 21:55:53,day,Diode,OK
1600820043,83,9.804564,34.302246,1.8859873,0,2020-09-23 00:14:03,night,Diode,WARNING
1600820162,76,30.33297,10.665261,11.326301,0,2020-09-23 00:16:02,night,Nd:YAG,OK
1600838504,90,34.502342,67.90864,10.499129,0,2020-09-23 05:21:44,night,CO2,ERROR
1600860454,91,44.41785,26.45558,7.967184,0,2020-09-23 11:27:34,morning,Nd:YAG,OK
1600874384,36,35.40876,94.08504,5.786224,0,2020-09-23 15:19:44,day,Nd:YAG,OK
1600893688,73,374.55695,80.359085,1.9007844,0,2020-09-23 20:41:28,day,Diode,WARNING
1600945210,6,90.37295,384.5955,2.2016187,0,2020-09-24 11:00:10,morning,Nd:YAG,OK
1600946176,65,38.161808,5.9745884,7.5997195,0,2020-09-24 11:16:16,morning,CO2,OK
1600956099,79,30.644539,30.35081,8.07879,0,2020-09-24 14:01:39,day,Excimer,OK
1600961531,67,33.605423,65.160645,6.2799845,0,2020-09-24 15:32:11,day,Fiber,OK
1600964582,1,68.79995,51.71452,7.9077744,0,2020-09-24 16:23:02,day,Nd:YAG,OK
1600964663,38,59.44425,100.23135,20.088093,0,2020-09-24 16:24:23,day,Diode,OK
1600978473,95,43.596916,66.896515,10.221434,0,2020-09-24 20:14:33,day,CO2,OK
1600987609,4,69.77535,1.29106,6.280604,0,2020-09-24 22:46:49,night,Excimer,OK
1600991417,1,23.591373,29.371647,0.8474415,0,2020-09-24 23:50:17,night,Nd:YAG,OK
1600993624,98,33.04989,88.58255,2.0902598,0,2020-09-25 00:27:04,night,Diode,OK
1601050482,56,29.337961,43.74647,6.7239237,0,2020-09-25 16:14:42,day,Nd:YAG,OK
1601070286,93,26.029,1.8342737,12.363307,0,2020-09-25 21:44:46,day,Diode,OK
1601073898,38,36.561684,291.95123,0.65970826,0,2020-09-25 22:44:58,night,Diode,OK
1601090941,78,92.87429,67.020386,6.935563,0,2020-09-26 03:29:01,night,Diode,OK
1601106501,22,77.04174,34.862007,5.0163865,0,2020-09-26 07:48:21,morning,Fiber,OK
1601110943,76,54.181892,28.397614,18.424398,0,2020-09-26 09:02:23,morning,Nd:YAG,OK
1601138898,40,48.732178,41.390335,129.49088,0,2020-09-26 16:48:18,day,CO2,OK
1601143338,12,93.71293,54.726753,6.6477923,0,2020-09-26 18:02:18,day,Fiber,OK
1601169647,73,45.284378,410.74136,3.0387506,0,2020-09-27 01:20:47,night,Diode,OK
1601198518,42,47.533775,74.93197,3.415061,0,2020-09-27 09:21:58,morning,Fiber,OK
1601255680,11,36.78053,97.4009,10.606185,0,2020-09-28 01:14:40,night,Nd:YAG,OK
1601269778,87,34.004547,47.37474,7.233683,0,2020-09-28 05:09:38,night,Fiber,OK
1601284691,68,56.85764,86.49718,125.225174,0,2020-09-28 09:18:11,morning,Diode,OK
1601293084,77,13.162256,30.97875,10.739757,0,2020-09-28 11:38:04,morning,Fiber,OK
1601332566,24,40.12824,50.776405,146.62392,0,2020-09-28 22:36:06,night,Excimer,OK
1601351769,88,75.55155,6.4502106,131.15337,0,2020-09-29 03:56:09,night,Diode,OK
1601354018,81,9.120376,52.502426,5.023631,0,2020-09-29 04:33:38,night,Nd:YAG,WARNING
1601361023,57,80.330696,24.251759,12.763393,0,2020-09-29 06:30:23,morning,Fiber,OK
1601370044,21,65.34308,44.688725,5.447656,0,2020-09-29 09:00:44,morning,Nd:YAG,OK
1601388177,17,136.92456,66.79926,14.386866,0,2020-09-29 14:02:57,day,Fiber,WARNING
1601391203,34,95.45612,41.810772,10.0267935,0,2020-09-29 14:53:23,day,Excimer,OK
1601391449,91,58.324436,70.047165,4.5301213,0,2020-09-29 14:57:29,day,Nd:YAG,OK
1601397418,33,69.45751,70.62506,5.834557,0,2020-09-29 16:36:58,day,Diode,OK
1601445812,76,42.992,81.06306,2.9770257,0,2020-09-30 06:03:32,morning,Nd:YAG,OK
1601450462,94,60.07349,42.64869,132.8181,0,2020-09-30 07:21:02,morning,Excimer,OK
1601450785,85,59.729473,48.25637,12.491773,0,2020-09-30 07:26:25,morning,CO2,OK
1601456339,37,12.568174,59.913616,4.8566346,0,2020-09-30 08:58:59,morning,Fiber,OK
1601456524,62,26.962143,11.630242,5.472374,0,2020-09-30 09:02:04,morning,Fiber,OK
1601503378,9,50.863487,43.63792,130.18542,0,2020-09-30 22:02:58,night,Excimer,OK
1601511794,32,16.268597,47.184227,9.077892,0,2020-10-01 00:23:14,night,Fiber,OK
1601544147,44,68.730194,42.564377,0.9113377,0,2020-10-01 09:22:27,morning,Excimer,OK
1601574544,34,48.68123,62.349155,7.630364,0,2020-10-01 17:49:04,day,Excimer,OK
1601574913,64,67.3997,53.16713,9.047868,0,2020-10-01 17:55:13,day,Excimer,OK
1601582147,65,65.136505,49.217953,5.1082277,0,2020-10-01 19:55:47,day,CO2,OK
1601622408,66,10.737057,44.202015,12.051881,0,2020-10-02 07:06:48,morning,Nd:YAG,OK
1601629692,61,55.845375,83.58488,9.998621,0,2020-10-02 09:08:12,morning,Nd:YAG,OK
1601629992,88,70.76894,49.991085,6.1181073,0,2020-10-02 09:13:12,morning,Diode,OK
1601661355,23,25.749872,0.8878299,4.739949,0,2020-10-02 17:55:55,day,Diode,OK
1601685183,38,68.58009,67.94087,5.5729957,0,2020-10-03 00:33:03,night,Diode,OK
1601708383,74,44.485504,58.559807,120.38035,0,2020-10-03 06:59:43,morning,Excimer,OK
1601715460,58,38.7146,75.30884,5.415172,0,2020-10-03 08:57:40,morning,Diode,OK
1601716798,61,69.58053,36.083767,6.5797462,0,2020-10-03 09:19:58,morning,Nd:YAG,OK
1601733405,56,85.70982,44.08357,11.282288,0,2020-10-03 13:56:45,morning,Nd:YAG,OK
1601749268,45,20.944695,7.1681123,16.977018,0,2020-10-03 18:21:08,day,CO2,OK
1601759522,64,94.72353,47.290318,2.1395006,0,2020-10-03 21:12:02,day,Excimer,OK
1601777182,3,55.16577,26.744581,3.5350583,0,2020-10-04 02:06:22,night,Diode,OK
1601784985,12,103.24374,40.0924,101.17591,0,2020-10-04 04:16:25,night,Fiber,WARNING
1601799553,65,11.913698,76.361404,11.473155,0,2020-10-04 08:19:13,morning,CO2,OK
1601833093,24,41.437244,58.73639,2.9513006,0,2020-10-04 17:38:13,day,Excimer,OK
1601882508,62,48.761604,70.5191,12.145872,0,2020-10-05 07:21:48,morning,Fiber,OK
1601885120,47,0.42562574,74.65619,2.0045233,0,2020-10-05 08:05:20,morning,Fiber,WARNING
1601894724,55,76.731384,59.249786,13.196158,0,2020-10-05 10:45:24,morning,CO2,OK
1601917964,25,13.8004465,43.31334,3.3483741,0,2020-10-05 17:12:44,day,CO2,OK
1601933359,63,98.48526,29.165998,4.4673114,0,2020-10-05 21:29:19,day,Diode,OK
1601942504,89,39.3614,77.80425,3.704272,0,2020-10-06 00:01:44,night,Excimer,ERROR
1601956905,12,234.5955,84.597565,24.390472,0,2020-10-06 04:01:45,night,Fiber,WARNING
1602013674,26,52.00882,49.241608,10.785477,0,2020-10-06 19:47:54,day,Nd:YAG,OK
1602026667,35,22.383305,51.747272,130.94308,0,2020-10-06 23:24:27,night,CO2,OK
1602078165,98,55.85076,26.973436,13.759813,0,2020-10-07 13:42:45,morning,Diode,OK
1602084243,71,44.805965,30.115734,0.45596555,0,2020-10-07 15:24:03,day,Nd:YAG,OK
1602088883,43,28.799135,3.8964596,7.9734154,0,2020-10-07 16:41:23,day,Diode,OK
1602105216,2,17.967913,64.290665,2.0901008,0,2020-10-07 21:13:36,day,Fiber,OK
1602114393,83,70.33858,28.07571,131.22626,0,2020-10-07 23:46:33,night,Diode,OK
1602156609,72,42.148582,3.1228452,6.7951674,0,2020-10-08 11:30:09,morning,Fiber,OK
1602167022,30,68.716675,39.522118,2.575355,0,2020-10-08 14:23:42,day,CO2,OK
1602192432,61,68.26985,53.248737,3.4261038,0,2020-10-08 21:27:12,day,Nd:YAG,OK
1602199881,21,31.554892,65.74855,8.096532,0,2020-10-08 23:31:21,night,Nd:YAG,OK
1602209791,83,42.952168,68.026886,12.988006,0,2020-10-09 02:16:31,night,Diode,OK
1602249548,2,37.155136,65.42212,0.8886462,0,2020-10-09 13:19:08,morning,Fiber,OK
1602253203,49,123.322174,38.18339,3.9690273,0,2020-10-09 14:20:03,day,Excimer,WARNING
1602273698,78,61.13544,67.26033,14.978247,0,2020-10-09 20:01:38,day,Diode,OK
1602313770,53,78.151215,42.08683,4.775603,0,2020-10-10 07:09:30,morning,Diode,OK
1602327896,61,13.651371,14.3646,127.42381,0,2020-10-10 11:04:56,morning,Nd:YAG,OK
1602347717,30,70.352264,51.708458,9.676815,0,2020-10-10 16:35:17,day,CO2,OK
1602365177,90,11.331147,74.702194,10.972287,0,2020-10-10 21:26:17,day,CO2,OK
1602365745,26,61.265846,31.214088,125.09357,0,2020-10-10 21:35:45,day,Nd:YAG,OK
1602373011,83,326.82043,67.22191,24.9562,0,2020-10-10 23:36:51,night,Diode,WARNING
1602388965,75,41.054253,63.619267,2.9127407,0,2020-10-11 04:02:45,night,CO2,OK
1602390952,18,90.59902,43.62732,8.0990505,0,2020-10-11 04:35:52,night,Diode,OK
1602394341,79,34.618526,38.60804,18.90807,0,2020-10-11 05:32:21,night,Excimer,OK
1602414956,12,76.336784,72.89996,15.687624,0,2020-10-11 11:15:56,morning,Fiber,OK
1602427421,69,40.38288,20.095201,3.1557474,0,2020-10-11 14:43:41,day,Excimer,OK
1602430734,60,44.65971,7.5571003,9.789787,0,2020-10-11 15:38:54,day,CO2,OK
1602436190,84,57.14788,45.75922,12.547642,0,2020-10-11 17:09:50,day,Excimer,OK
1602436265,66,70.67322,91.87374,3.1531003,0,2020-10-11 17:11:05,day,Nd:YAG,OK
1602505700,53,51.28741,31.81837,12.37054,0,2020-10-12 12:28:20,morning,Diode,OK
1602507592,95,308.5518,31.961231,0.5788468,0,2020-10-12 12:59:52,morning,CO2,WARNING
1602554218,46,77.84992,68.98747,9.731431,0,2020-10-13 01:56:58,night,Nd:YAG,OK
1602558478,34,251.15497,54.932686,3.0587778,0,2020-10-13 03:07:58,night,Excimer,WARNING
1602559010,0,6.916972,68.786705,7.729248,0,2020-10-13 03:16:50,night,CO2,WARNING
1602560886,48,42.763794,53.07036,0.38867667,0,2020-10-13 03:48:06,night,Diode,OK
1602563545,83,2.3572102,27.432007,10.323136,0,2020-10-13 04:32:25,night,Diode,WARNING
1602618609,83,62.741947,33.2204,18.435293,0,2020-10-13 19:50:09,day,Diode,OK
1602682260,69,37.631462,363.52518,7.5681834,0,2020-10-14 13:31:00,morning,Excimer,OK
1602699851,23,39.354046,74.28891,2.9063632,0,2020-10-14 18:24:11,day,Diode,OK
1602708459,8,62.364655,45.18052,10.952572,0,2020-10-14 20:47:39,day,Diode,OK
1602719519,16,21.029293,34.676407,0.5497753,0,2020-10-14 23:51:59,night,Nd:YAG,OK
1602764988,36,72.78523,70.70065,7.4201045,0,2020-10-15 12:29:48,morning,Nd:YAG,OK
1602790579,88,101.241135,32.677773,8.543324,0,2020-10-15 19:36:19,day,Diode,WARNING
1602791806,81,50.47643,53.71484,9.291929,0,2020-10-15 19:56:46,day,Nd:YAG,OK
1602805132,73,100.1313,32.61296,1.0586495,0,2020-10-15 23:38:52,night,Diode,OK
1602805349,74,72.53445,44.599026,12.679007,0,2020-10-15 23:42:29,night,Excimer,OK
1602816348,37,71.480774,318.28568,4.4872756,0,2020-10-16 02:45:48,night,Fiber,OK
1602817980,58,45.3208,380.21564,5.017319,0,2020-10-16 03:13:00,night,Diode,OK
1602841997,33,51.48343,32.65878,128.14188,0,2020-10-16 09:53:17,morning,Diode,OK
1602842127,49,45.22329,43.946762,18.61265,0,2020-10-16 09:55:27,morning,Excimer,OK
1602853696,95,36.80416,67.624794,25.978695,0,2020-10-16 13:08:16,morning,CO2,OK
1602881630,38,55.333977,36.03333,8.234214,0,2020-10-16 20:53:50,day,Diode,OK
1602925599,87,71.30027,21.486444,2.3368623,0,2020-10-17 09:06:39,morning,Fiber,OK
1602926173,49,32.36858,61.20976,11.143022,0,2020-10-17 09:16:13,morning,Excimer,OK
1602981667,35,58.112995,41.88991,0.6959648,0,2020-10-18 00:41:07,night,CO2,OK
1602982154,52,104.434654,41.670998,13.060537,0,2020-10-18 00:49:14,night,Fiber,WARNING
1603001360,98,64.87196,66.12896,5.9469647,0,2020-10-18 06:09:20,morning,Diode,OK
1603001717,94,79.934975,43.70709,1.8640999,0,2020-10-18 06:15:17,morning,Excimer,OK
1603012689,37,61.277863,94.39996,18.430344,0,2020-10-18 09:18:09,morning,Fiber,OK
1603014828,75,58.72253,99.7215,9.249589,0,2020-10-18 09:53:48,morning,CO2,OK
1603027524,7,33.426517,71.12707,12.082171,0,2020-10-18 13:25:24,morning,Fiber,OK
1603078115,21,83.07308,34.71951,7.044182,0,2020-10-19 03:28:35,night,Nd:YAG,OK
1603119211,9,85.58052,47.688442,23.931398,0,2020-10-19 14:53:31,day,Excimer,OK
1603128183,27,3.8887956,24.796001,135.50565,0,2020-10-19 17:23:03,day,Fiber,WARNING
1603144209,12,361.54044,21.143091,20.792297,0,2020-10-19 21:50:09,day,Fiber,WARNING
1603186686,49,64.415344,62.258003,7.535649,0,2020-10-20 09:38:06,morning,Excimer,OK
1603190894,84,54.562252,390.26956,8.445085,0,2020-10-20 10:48:14,morning,Excimer,OK
1603192151,35,68.68701,24.95283,139.44238,0,2020-10-20 11:09:11,morning,CO2,ERROR
1603235978,82,42.064938,42.561577,1.8826866,0,2020-10-20 23:19:38,night,Fiber,OK
1603247713,21,24.034294,16.429497,0.6285313,0,2020-10-21 02:35:13,night,Nd:YAG,OK
1603249284,95,58.944736,47.298367,9.269924,0,2020-10-21 03:01:24,night,CO2,OK
1603250962,93,65.241615,120.96954,5.550058,0,2020-10-21 03:29:22,night,Diode,OK
1603269751,66,74.14074,51.483704,3.7657719,0,2020-10-21 08:42:31,morning,Nd:YAG,OK
1603276559,7,5.1186147,41.680836,10.144557,0,2020-10-21 10:35:59,morning,Fiber,WARNING
1603325925,79,57.34234,62.447388,13.306342,0,2020-10-22 00:18:45,night,Excimer,OK
1603339776,31,87.73821,86.26395,12.193611,0,2020-10-22 04:09:36,night,Nd:YAG,OK
1603349936,69,100.4316,403.75546,2.0596972,0,2020-10-22 06:58:56,morning,Excimer,OK
1603358952,45,0.31129432,60.936317,110.464966,0,2020-10-22 09:29:12,morning,CO2,WARNING
1603397972,86,21.685362,47.24596,2.7893448,0,2020-10-22 20:19:32,day,Nd:YAG,OK
1603419445,33,67.456276,33.43842,6.927077,0,2020-10-23 02:17:25,night,Diode,OK
1603426554,19,58.2486,48.53783,0.39800254,0,2020-10-23 04:15:54,night,Excimer,OK
1603452415,54,24.065294,28.05121,19.15329,0,2020-10-23 11:26:55,morning,Excimer,OK
1603487522,16,21.88401,314.21625,10.022348,0,2020-10-23 21:12:02,day,Nd:YAG,OK
1603543706,69,79.84158,33.127277,7.5991917,0,2020-10-24 12:48:26,morning,Excimer,OK
1603576687,42,27.192081,33.80429,13.934548,0,2020-10-24 21:58:07,day,Fiber,OK
1603587796,39,34.96189,30.251469,3.2705536,0,2020-10-25 01:03:16,night,Excimer,OK
1603620783,75,40.838135,64.81773,7.404679,0,2020-10-25 10:13:03,morning,CO2,OK
1603638487,65,44.21266,39.27566,5.19314,0,2020-10-25 15:08:07,day,CO2,OK
1603657631,92,56.12376,87.687004,6.998253,0,2020-10-25 20:27:11,day,Fiber,OK
1603657962,98,51.674065,15.945575,0.84610695,0,2020-10-25 20:32:42,day,Diode,OK
1603670193,57,43.694782,16.37746,0.8293329,0,2020-10-25 23:56:33,night,Fiber,OK
1603692067,27,66.02418,21.68514,6.0830865,0,2020-10-26 06:01:07,morning,Fiber,OK
1603694046,24,7.840821,360.62314,2.7091255,0,2020-10-26 06:34:06,morning,Excimer,WARNING
1603720029,50,92.07789,49.249832,11.236422,0,2020-10-26 13:47:09,morning,CO2,OK
1603747935,79,38.99289,20.889277,8.27805,0,2020-10-26 21:32:15,day,Excimer,OK
1603759601,4,27.943779,41.473442,8.13025,0,2020-10-27 00:46:41,night,Excimer,OK
1603761369,88,75.339424,55.665394,4.22704,0,2020-10-27 01:16:09,night,Diode,OK
1603791200,38,57.52722,29.399227,3.0880198,0,2020-10-27 09:33:20,morning,Diode,OK
1603816306,85,95.2109,72.26931,98.21331,0,2020-10-27 16:31:46,day,CO2,OK
1603816941,86,38.040337,60.547745,6.783439,0,2020-10-27 16:42:21,day,Nd:YAG,OK
1603826072,27,295.89114,11.128261,8.232408,0,2020-10-27 19:14:32,day,Fiber,WARNING
1603826428,59,37.005817,31.415613,15.67779,0,2020-10-27 19:20:28,day,Excimer,OK
1603830360,1,24.427282,60.15189,1.9596934,0,2020-10-27 20:26:00,day,Nd:YAG,OK
1603830631,5,15.885079,6.800989,121.183235,0,2020-10-27 20:30:31,day,CO2,OK
1603846525,22,104.54727,34.967422,24.23262,0,2020-10-28 00:55:25,night,Fiber,WARNING
1603854573,0,50.121727,66.7351,4.9649224,0,2020-10-28 03:09:33,night,CO2,OK
1603895993,82,22.004057,75.80234,4.774161,0,2020-10-28 14:39:53,day,Fiber,OK
1603903280,96,69.325134,21.166498,2.299114,0,2020-10-28 16:41:20,day,Nd:YAG,OK
1603925620,5,73.86351,81.31181,4.754918,0,2020-10-28 22:53:40,night,CO2,OK
1603930279,67,39.077576,10.617008,1.731555,0,2020-10-29 00:11:19,night,Fiber,OK
1603939933,97,77.42525,41.322563,0.2739909,0,2020-10-29 02:52:13,night,Fiber,OK
1603951453,98,38.33546,82.38235,12.93549,0,2020-10-29 06:04:13,morning,Diode,OK
1603962480,52,91.14118,8.198455,1.2027613,0,2020-10-29 09:08:00,morning,Fiber,OK
1603962538,65,63.815666,31.049572,9.906165,0,2020-10-29 09:08:58,morning,CO2,OK
1604016334,17,36.32161,57.825367,11.099561,0,2020-10-30 00:05:34,night,Fiber,OK
1604055057,46,11.268973,19.961178,8.680645,0,2020-10-30 10:50:57,morning,Nd:YAG,OK
1604063513,73,75.13727,104.42096,2.9455252,0,2020-10-30 13:11:53,morning,Diode,OK
1604069326,99,74.14614,59.84973,8.234243,0,2020-10-30 14:48:46,day,Excimer,OK
1604072393,76,35.96208,31.150988,5.660396,0,2020-10-30 15:39:53,day,Nd:YAG,OK
1604078472,78,49.795086,49.79323,0.1687535,0,2020-10-30 17:21:12,day,Diode,OK
1604079725,68,35.698696,59.73451,25.18087,0,2020-10-30 17:42:05,day,Diode,OK
1604092730,15,50.330254,59.22591,4.4617395,0,2020-10-30 21:18:50,day,CO2,OK
1604093797,11,22.072662,105.232506,12.2946005,0,2020-10-30 21:36:37,day,Nd:YAG,OK
1604144876,92,55.523174,58.400246,5.6926303,0,2020-10-31 11:47:56,morning,Fiber,OK
1604178073,66,63.71282,97.17402,14.448906,0,2020-10-31 21:01:13,day,Nd:YAG,OK
1604182619,89,28.9613,27.492193,3.877504,0,2020-10-31 22:16:59,night,Excimer,OK
1604185003,83,47.059093,65.824394,4.507222,0,2020-10-31 22:56:43,night,Diode,OK
1604190467,20,79.7374,123.42308,7.3279796,0,2020-11-01 00:27:47,night,CO2,OK
1604193633,72,30.04037,64.867714,8.755468,0,2020-11-01 01:20:33,night,Fiber,OK
1604207333,93,52.192978,88.5476,2.9269135,0,2020-11-01 05:08:53,night,Diode,OK
1604216366,55,57.67576,31.274609,16.257782,0,2020-11-01 07:39:26,morning,CO2,OK
1604228191,11,35.685783,122.06283,8.466821,0,2020-11-01 10:56:31,morning,Nd:YAG,OK
1604300377,69,45.624996,38.58738,10.655204,0,2020-11-02 06:59:37,morning,Excimer,OK
1604311787,85,85.988106,99.47031,0.30135575,0,2020-11-02 10:09:47,morning,CO2,OK
1604335913,25,70.733246,50.50702,0.86986583,0,2020-11-02 16:51:53,day,CO2,OK
1604350815,19,39.80113,49.21126,3.486911,0,2020-11-02 21:00:15,day,Excimer,OK
1604354473,4,42.744385,10.155237,1.3123384,0,2020-11-02 22:01:13,night,Excimer,OK
1604379802,92,14.119487,7.039156,0.114303194,0,2020-11-03 05:03:22,night,Fiber,OK
1604416524,55,41.831436,36.5959,9.531768,0,2020-11-03 15:15:24,day,CO2,OK
1604417396,52,92.609436,60.98868,0.97439873,0,2020-11-03 15:29:56,day,Fiber,OK
1604422280,89,19.59763,38.82138,2.3496542,0,2020-11-03 16:51:20,day,Excimer,OK
1604483666,3,76.008,70.74627,7.3740487,0,2020-11-04 09:54:26,morning,Diode,OK
1604505285,57,46.903362,37.32435,3.672206,0,2020-11-04 15:54:45,day,Fiber,OK
1604505799,38,83.20171,28.478569,14.77237,0,2020-11-04 16:03:19,day,Diode,OK
1604508435,7,77.50407,45.943718,12.910383,0,2020-11-04 16:47:15,day,Fiber,OK
1604519841,98,37.171947,58.057087,10.817896,0,2020-11-04 19:57:21,day,Diode,OK
1604529293,80,47.02619,19.9636,11.536582,0,2020-11-04 22:34:53,night,CO2,OK
1604530914,51,52.15955,70.80135,5.3059616,0,2020-11-04 23:01:54,night,Nd:YAG,OK
1604531633,14,34.998005,49.99227,8.189287,0,2020-11-04 23:13:53,night,Excimer,OK
1604543642,1,48.330708,58.66063,9.700115,0,2020-11-05 02:34:02,night,Nd:YAG,OK
1604556236,82,25.338758,10.756949,0.7885776,0,2020-11-05 06:03:56,morning,Fiber,OK
1604576038,70,33.55952,49.11806,26.915176,0,2020-11-05 11:33:58,morning,CO2,OK
1604586538,60,61.527016,70.071236,4.0327945,0,2020-11-05 14:28:58,day,CO2,OK
1604587207,39,39.74859,33.046505,15.188342,0,2020-11-05 14:40:07,day,Excimer,OK
1604593462,57,62.45342,33.447334,6.6182017,0,2020-11-05 16:24:22,day,Fiber,OK
1604643956,86,1.1082323,51.27373,12.227547,0,2020-11-06 06:25:56,morning,Nd:YAG,WARNING
1604654043,43,49.879128,12.954804,6.9948416,0,2020-11-06 09:14:03,morning,Diode,OK
1604655392,54,62.589413,60.016544,16.539505,0,2020-11-06 09:36:32,morning,Excimer,OK
1604665755,99,23.419104,66.07887,9.522113,0,2020-11-06 12:29:15,morning,Excimer,OK
1604681152,23,44.686657,83.28262,0.71067756,0,2020-11-06 16:45:52,day,Diode,OK
1604691938,9,53.708084,120.57956,4.2795396,0,2020-11-06 19:45:38,day,Excimer,OK
1604704660,27,56.228264,70.871216,11.10853,0,2020-11-06 23:17:40,night,Fiber,OK
1604749510,85,52.537666,14.026356,1.7291244,0,2020-11-07 11:45:10,morning,CO2,OK
1604782672,87,91.44115,41.159767,6.1297436,0,2020-11-07 20:57:52,day,Fiber,OK
1604802119,68,42.41331,52.57696,1.9248655,0,2020-11-08 02:21:59,night,Diode,OK
1604815322,68,81.01992,51.065933,3.6297984,0,2020-11-08 06:02:02,morning,Diode,OK
1604838683,19,51.782825,25.706049,0.3302428,0,2020-11-08 12:31:23,morning,Excimer,OK
1604858931,98,82.670204,80.47064,7.2527194,0,2020-11-08 18:08:51,day,Diode,OK
1604865553,66,52.91825,276.4923,3.3335347,0,2020-11-08 19:59:13,day,Nd:YAG,OK
1604873376,4,31.870247,2.0130775,104.810165,0,2020-11-08 22:09:36,night,Excimer,OK
1604897045,80,85.376,28.310776,3.8531313,0,2020-11-09 04:44:05,night,CO2,OK
1604902248,50,52.205677,74.24681,7.3181252,0,2020-11-09 06:10:48,morning,CO2,OK
1604916156,14,37.081623,32.16358,8.835522,0,2020-11-09 10:02:36,morning,Excimer,OK
1604996104,59,45.405422,54.947697,2.9068873,0,2020-11-10 08:15:04,morning,Excimer,OK
1605017592,42,23.103586,47.28704,0.030072277,0,2020-11-10 14:13:12,day,Fiber,OK
